27.880675,32.935063,72.853454,29.236093,135.705811,51.346469,131.668729,171.477435,137.096867,136.223307,175.828024,153.781086,134.556859,170.651582,166.01546,0.000000
26.950843,32.721167,70.335556,26.877509,138.46464,47.227195,134.050258,171.411295,138.00344,138.634045,175.541973,152.769669,134.619584,170.16699,165.168956,0.000000
26.978394,31.803952,72.770225,28.767851,136.384465,48.305931,132.904271,171.724011,135.631018,137.391548,175.633455,152.741363,134.610886,170.319479,165.072164,0.000000
22.866195,32.501483,77.801205,48.144856,117.320059,57.192486,122.16361,174.366897,131.589681,111.511636,173.68951,172.585471,110.605528,169.758138,150.936794,0.000000
23.005602,31.053012,74.756717,42.193196,122.788458,48.699567,122.575856,173.953415,137.180814,117.282156,173.829284,171.410512,113.00715,168.995129,153.768807,0.000000
16.900458,18.957477,68.557697,59.450989,108.088585,70.205999,135.400184,174.65504,145.524186,110.411112,175.928537,165.61428,109.059179,169.469192,173.934755,0.000000
18.586531,18.799741,67.429888,55.168878,111.663512,69.172898,138.312588,174.263603,144.040965,112.504391,176.486104,163.272218,111.642681,170.630143,175.042099,0.000000
20.574046,26.963956,65.589842,54.07933,112.051658,54.592581,135.0124,173.480072,150.747597,113.647017,176.104161,169.834871,113.650294,168.123014,171.634516,0.000000
22.021492,23.191896,62.121804,62.592695,103.706408,58.626136,133.364852,172.14517,150.103716,104.634677,176.650428,170.585057,109.235378,169.390745,169.134381,0.000000
25.02099,27.878398,65.815537,33.878494,129.44312,42.892632,144.553879,170.537454,151.992299,131.054414,177.001082,163.557001,126.762161,169.795949,172.118271,0.000000
23.032448,31.22573,58.337776,33.591306,129.85973,50.816907,138.415402,170.210837,149.748247,130.931775,177.546061,163.700419,125.650205,171.1943,172.158496,0.000000
23.1391,31.425227,63.898133,36.053454,129.401238,59.024177,132.469538,172.015647,145.506559,132.869306,177.183303,159.763784,125.733606,171.493636,171.532247,0.000000
23.663687,31.921588,66.540321,35.832045,129.887825,60.236535,131.704245,172.15548,146.141215,132.997678,177.220917,160.321774,126.306411,171.080231,171.004196,0.000000
24.264431,33.313724,64.091089,32.607173,124.657709,29.56392,128.181728,169.129933,141.910854,126.455188,174.866363,170.121221,122.63297,172.635588,163.740204,0.000000
17.258316,14.429185,80.982917,70.591142,99.741798,60.971628,131.697339,175.520599,154.486152,100.371654,173.672677,172.508663,106.812258,168.270693,159.296488,0.000000
17.53503,15.413011,82.071674,64.562923,104.74586,58.571279,133.758611,175.87798,154.671662,103.501484,173.780708,173.758328,110.14957,168.818211,163.159726,0.000000
22.205801,13.002201,72.008787,68.942578,100.131374,58.374449,132.924752,175.381719,155.651162,94.88154,174.694402,168.942649,101.146506,171.277913,157.151513,0.000000
21.053448,13.663375,61.999249,80.304332,90.804246,62.774225,130.967017,174.877299,152.426647,90.111849,174.402238,160.574134,98.763939,170.485304,154.389083,0.000000
29.130408,34.416,68.422205,29.774324,129.976732,27.770366,134.414363,169.432122,152.027974,137.129553,172.291664,170.901139,134.456607,169.503911,156.543058,0.000000
26.750599,36.781507,69.978601,30.606927,128.39539,26.295773,131.421083,168.117888,144.725581,132.216654,173.631111,174.413025,133.823322,171.251267,158.006153,0.000000
31.976294,40.396999,57.696127,33.168927,140.369709,4.438175,135.825089,167.936743,165.982255,143.210006,172.152739,164.135636,158.068965,168.875544,157.085549,0.000000
28.593736,42.653906,58.51974,30.775257,141.99995,2.282425,138.083352,169.092285,171.664851,144.488915,171.177609,158.620955,158.155971,166.738891,153.282297,0.000000
29.865957,41.102281,61.371206,31.051032,141.810921,5.827187,133.423878,168.781497,171.147929,143.782318,170.860138,158.35443,157.663849,166.81784,153.187651,0.000000
38.496688,42.746404,57.198831,28.278629,137.946309,41.069879,116.843082,169.348209,140.877505,136.304296,171.862483,151.516221,135.595815,169.883453,162.153981,0.000000
